Lagen, NN, 
de, DT, 
alla, PN, 
,, MID, 
säger, VB, 
sångaren, NN, 
Per, PM, 
Gessle, PM, 
., MAD, 
Blir, VB, 
det, PN, 
John, PM, 
Kerry, PM, 
eller, KN, 
blir, VB, 
det, PN, 
George, PM, 
W, PM, 
Bush, PM, 
?, MAD, 
Kriget, NN, 
i, PP, 
Irak, PM, 
börjar, VB, 
att, IE, 
bli, VB, 
besvärligt, JJ, 
för, PP, 
USAs, PM, 
ledare, NN, 
., MAD, 
Laget, NN, 
var, VB, 
chanslöst, JJ, 
i, PP, 
helgens, NN, 
avgörande, PC, 
match, NN, 
mot, PP, 
Örgryte, PM, 
., MAD, 
Över, PP, 
hundra, RG, 
människor, NN, 
skadades, VB, 
och, KN, 
minst, AB, 
22, RG, 
dödades, VB, 
i, PP, 
bråken, NN, 
., MAD, 
På, PP, 
torsdagen, NN, 
blev, VB, 
det, PN, 
klart, JJ, 
att, SN, 
Lars, PM, 
Ramqvist, PM, 
betalar, VB, 
tillbaka, PL, 
pengar, NN, 
till, PP, 
Skandia, PM, 
., MAD, 
–, MID, 
Jag, PN, 
kände, VB, 
mig, PN, 
lite, AB, 
seg, JJ, 
i, PP, 
kroppen, NN, 
., MAD, 
Delar, NN, 
av, PP, 
skolan, NN, 
rasade, VB, 
., MAD, 
År, NN, 
1978, RG, 
var, VB, 
Bertil, PM, 
på, PP, 
semester, NN, 
på, PP, 
ön, NN, 
Korfu, PM, 
i, PP, 
Grekland, PM, 
., MAD, 
Men, KN, 
domstolen, NN, 
friade, VB, 
Michael, PM, 
Jackson, PM, 
helt, AB, 
., MAD, 
De, PN, 
bestämde, VB, 
att, SN, 
alla, DT, 
listor, NN, 
ska, VB, 
kontrolleras, VB, 
så, AB, 
att, SN, 
de, PN, 
stämmer, VB, 
., MAD, 
Solna, PM, 
har, VB, 
vunnit, VB, 
tre, RG, 
av, PP, 
de, DT, 
fyra, RG, 
finalmatcherna, NN, 
och, KN, 
tar, VB, 
hem, PL, 
SM-guldet, NN, 
., MAD, 
Piloterna, NN, 
på, PP, 
det, DT, 
ena, JJ, 
flygplanet, NN, 
slog, VB, 
larm, NN, 
strax, AB, 
innan, SN, 
planet, NN, 
störtade, VB, 
., MAD, 
Det, PN, 
hände, VB, 
i, PP, 
Colombias, PM, 
huvudstad, NN, 
Bogota, PM, 
i, PP, 
lördags, NN, 
kväll, NN, 
., MAD, 
Den, DT, 
misstänka, VB, 
mannen, NN, 
var, VB, 
pastor, NN, 
i, PP, 
en, DT, 
fri-religiös, JJ, 
församling, NN, 
., MAD, 
Klubben, NN, 
har, VB, 
sedan, AB, 
rätt, PL, 
att, IE, 
förbjuda, VB, 
åskådaren, NN, 
att, IE, 
komma, VB, 
in, PL, 
på, PP, 
lagets, NN, 
matcher, NN, 
., MAD, 
Men, KN, 
särskilt, AB, 
många, JJ, 
nyheter, NN, 
fanns, VB, 
inte, AB, 
med, PL, 
i, PP, 
hans, PS, 
tal, NN, 
., MAD, 
USA, PM, 
och, KN, 
andra, JJ, 
länder, NN, 
har, VB, 
länge, AB, 
försökt, VB, 
få, VB, 
de, DT, 
två, RG, 
ledarna, NN, 
att, IE, 
skapa, VB, 
fred, NN, 
., MAD, 
Det, DT, 
svenska, JJ, 
målet, NN, 
kom, VB, 
redan, AB, 
efter, PP, 
elva, RG, 
minuters, NN, 
spel, NN, 
., MAD, 
Det, PN, 
är, VB, 
mycket, AB, 
ovanligt, JJ, 
att, SN, 
ÖB, PM, 
gör, VB, 
det, PN, 
., MAD, 
Marta, PM, 
sade, VB, 
att, SN, 
hon, PN, 
längtar, VB, 
efter, PP, 
att, IE, 
börja, VB, 
träna, VB, 
och, KN, 
spela, VB, 
med, PP, 
Umeå, PM, 
., MAD, 
Flygföretaget, NN, 
Saab, PM, 
är, VB, 
fortfarande, AB, 
svenskt, JJ, 
., MAD, 
Många, JJ, 
idrottsklubbar, NN, 
har, VB, 
också, AB, 
börjat, VB, 
hjärt-testa, VB, 
sina, PS, 
idrottande, PC, 
ungdomar, NN, 
Nu, AB, 
har, VB, 
regeringen, NN, 
haft, VB, 
ett, DT, 
möte, NN, 
med, PP, 
hjärtläkare, NN, 
och, KN, 
andra, JJ, 
experter, NN, 
., MAD, 
Mijailo, PM, 
Mijailovic, PM, 
är, VB, 
misstänkt, PC, 
för, PP, 
att, IE, 
ha, VB, 
mördat, VB, 
utrikesminister, NN, 
Anna, PM, 
Lindh, PM, 
., MAD, 
Det, PN, 
började, VB, 
så, AB, 
otroligt, AB, 
bra, AB, 
men, KN, 
slutade, VB, 
i, PP, 
ett, DT, 
präktigt, JJ, 
svenskt, JJ, 
fiasko, NN, 
., MAD, 
Överläkaren, NN, 
som, HP, 
vårdar, VB, 
Mijailo, PM, 
Mijailovic, PM, 
säger, VB, 
att, SN, 
han, PN, 
inte, AB, 
är, VB, 
allvarligt, AB, 
psykiskt, AB, 
sjuk, JJ, 
., MAD, 
Undersökningar, NN, 
på, PP, 
valdagen, NN, 
visade, VB, 
att, SN, 
Justjenko, PM, 
skulle, VB, 
vinna, VB, 
valet, NN, 
ganska, AB, 
överlägset, AB, 
., MAD, 
Därför, AB, 
lovade, VB, 
USA, PM, 
och, KN, 
länderna, NN, 
i, PP, 
EU, PM, 
att, IE, 
skicka, VB, 
olja, NN, 
till, PP, 
Nordkorea, PM, 
., MAD, 
Ämnet, NN, 
ammoniumnitrat, PC, 
har, VB, 
ofta, AB, 
använts, VB, 
av, PP, 
terrorister, NN, 
när, HA, 
de, PN, 
gör, VB, 
bomber, NN, 
., MAD, 
Varje, DT, 
vinter, NN, 
delas, VB, 
priset, NN, 
ut, PL, 
och, KN, 
flera, JJ, 
veckor, NN, 
i, PP, 
förväg, NN, 
pratas, VB, 
det, PN, 
om, PP, 
vem, HP, 
som, HP, 
ska, VB, 
få, VB, 
priset, NN, 
., MAD, 
Sverige, PM, 
kom, VB, 
nästan, AB, 
aldrig, AB, 
till, PP, 
målchanser, NN, 
., MAD, 
Nu, AB, 
måste, VB, 
Helsingborgs, PM, 
IF, PM, 
spara, VB, 
pengar, NN, 
., MAD, 
På, PP, 
tisdagen, NN, 
kom, VB, 
en, DT, 
grupp, NN, 
från, PP, 
Förenta, JJ, 
Nationerna, NN, 
,, MID, 
FN, PM, 
,, MID, 
till, PP, 
Liberia, PM, 
för, PP, 
att, IE, 
undersöka, VB, 
hur, HA, 
mycket, JJ, 
hjälp, NN, 
som, HP, 
behövs, VB, 
., MAD, 
En, DT, 
annan, JJ, 
sak, NN, 
som, HP, 
är, VB, 
konstig, JJ, 
är, VB, 
att, SN, 
Ola, PM, 
Rask, PM, 
har, VB, 
fått, VB, 
dubbla, JJ, 
löner, NN, 
., MAD, 
Italiens, PM, 
regering, NN, 
har, VB, 
vägrat, VB, 
att, IE, 
göra, VB, 
det, PN, 
., MAD, 
–, MID, 
Det, PN, 
är, VB, 
en, DT, 
katastrof, NN, 
för, PP, 
kvinnor, NN, 
med, PP, 
låga, JJ, 
löner, NN, 
,, MID, 
säger, VB, 
försäkringsbolaget, NN, 
Folksams, PM, 
chef, NN, 
Tore, PM, 
Andersson, PM, 
till, PP, 
Dagens, PM, 
Nyheter, PM, 
., MAD, 
Yassir, PM, 
Arafat, PM, 
säger, VB, 
att, SN, 
Israel, PM, 
inte, AB, 
betett, VB, 
sig, PN, 
bra, AB, 
mot, PP, 
palestinierna, NN, 
de, DT, 
senaste, JJ, 
veckorna, NN, 
., MAD, 
Men, KN, 
han, PN, 
tränade, VB, 
för, AB, 
hårt, AB, 
och, KN, 
kroppen, NN, 
orkade, VB, 
inte, AB, 
med, PP, 
det, PN, 
., MAD, 
Viktor, PM, 
Jusjtjenko, PM, 
vill, VB, 
att, SN, 
Ukraina, PM, 
ska, VB, 
bli, VB, 
mer, AB, 
likt, AB, 
andra, JJ, 
länder, NN, 
i, PP, 
Europa, PM, 
., MAD, 
Turkiets, NN, 
utrikesminister, NN, 
Abdullah, PM, 
Gül, PM, 
försöker, VB, 
att, IE, 
lugna, VB, 
Turkiets, PM, 
judar, NN, 
., MAD, 
Patric, PM, 
Nilson, PM, 
säger, VB, 
att, SN, 
han, PN, 
fick, VB, 
i, PL, 
sig, PN, 
nandrolon, NN, 
av, PP, 
misstag, NN, 
., MAD, 
Natten, NN, 
till, PP, 
tisdagen, NN, 
rånades, VB, 
posten, NN, 
i, PP, 
Norges, PM, 
huvudstad, NN, 
Oslo, PM, 
., MAD, 
På, PP, 
söndagen, NN, 
blev, VB, 
Nyberg, PM, 
skadad, PC, 
., MAD, 
Snart, AB, 
börjar, VB, 
rättegångar, NN, 
mot, PP, 
sex, RG, 
andra, JJ, 
amerikanska, JJ, 
soldater, NN, 
., MAD, 
Men, KN, 
den, DT, 
franska, JJ, 
regeringen, NN, 
säger, VB, 
att, SN, 
den, PN, 
inte, AB, 
kommer, VB, 
att, IE, 
ändra, VB, 
sig, PN, 
., MAD, 
Många, PN, 
hoppas, VB, 
att, SN, 
Sverige, PM, 
ska, VB, 
komma, VB, 
till, PP, 
final, NN, 
och, KN, 
ta, VB, 
VM-guld, NN, 
., MAD, 
Idag, AB, 
,, MID, 
tisdag, NN, 
,, MID, 
är, VB, 
det, PN, 
pressfrihetens, NN, 
dag, NN, 
i, PP, 
världen, NN, 
., MAD, 
Varje, DT, 
vecka, NN, 
fraktas, VB, 
mer, AB, 
än, KN, 
40, RG, 
tusen, RG, 
liter, NN, 
sprit, NN, 
från, PP, 
Tyskland, PM, 
till, PP, 
Sverige, PM, 
., MAD, 
Killarna, NN, 
säger, VB, 
att, SN, 
kvinnan, NN, 
ville, VB, 
ha, VB, 
sex, RG, 
och, KN, 
var, HA, 
med, PP, 
var, VB, 
med, PL, 
på, PP, 
allt, PN, 
., MAD, 
Nordkoreas, PM, 
ledare, NN, 
heter, VB, 
Kim, PM, 
Jong, PM, 
Il, PM, 
., MAD, 
I, PP, 
breven, NN, 
står, VB, 
det, PN, 
att, SN, 
domarna, NN, 
måste, VB, 
skärpa, VB, 
sig, PN, 
annars, AB, 
händer, VB, 
det, PN, 
något, DT, 
hemskt, JJ, 
., MAD, 
Tjuvarna, NN, 
flydde, VB, 
då, AB, 
i, PP, 
en, DT, 
bil, NN, 
., MAD, 
Svenskar, NN, 
har, VB, 
rätt, PL, 
att, IE, 
få, VB, 
handla, VB, 
varor, NN, 
från, PP, 
alla, DT, 
andra, JJ, 
EU-länder, NN, 
., MAD, 
Två, RG, 
av, PP, 
dem, PN, 
gick, VB, 
till, PP, 
final, NN, 
., MAD, 
På, PP, 
torsdagen, NN, 
bestämde, VB, 
sig, PN, 
en, DT, 
åklagare, NN, 
för, PP, 
att, IE, 
åtala, VB, 
Michael, PM, 
Jackson, PM, 
., MAD, 
Det, DT, 
första, RO, 
valet, NN, 
fick, VB, 
göras, VB, 
om, PP, 
eftersom, SN, 
det, PN, 
var, VB, 
orättvist, JJ, 
., MAD, 
Tjugotre, RG, 
av, PP, 
dem, PN, 
var, VB, 
svenskar, NN, 
., MAD, 
Förra, JJ, 
sommaren, NN, 
sprängdes, VB, 
bomber, NN, 
vid, PP, 
Förenta, JJ, 
Nationernas, NN, 
kontor, NN, 
i, PP, 
Bagdad, PM, 
i, PP, 
Irak, PM, 
., MAD, 
Viruset, NN, 
kallas, VB, 
för, PP, 
SAL, NN, 
., MAD, 
I, PP, 
dag, NN, 
,, MID, 
tisdag, NN, 
,, MID, 
kom, VB, 
domen, NN, 
mot, PP, 
Mijailovic, PM, 
., MAD, 
Mannen, NN, 
ska, VB, 
då, AB, 
ha, VB, 
sagt, VB, 
att, SN, 
han, PN, 
tänkte, VB, 
slå, VB, 
ihjäl, PL, 
någon, PN, 
så, AB, 
att, SN, 
polisen, NN, 
tog, VB, 
hand, NN, 
om, PP, 
honom, PN, 
., MAD, 
Kim, PM, 
Källström, PM, 
sade, VB, 
att, SN, 
det, PN, 
var, VB, 
okej, JJ, 
., MAD, 
De, PN, 
hotade, VB, 
eller, KN, 
tvingade, VB, 
henne, PN, 
aldrig, AB, 
till, PP, 
någonting, PN, 
., MAD, 
Men, KN, 
Ella, PM, 
Mae, PM, 
Sor, PM, 
lever, VB, 
., MAD, 
I, PP, 
söndags, NN, 
var, VB, 
det, PN, 
fest, NN, 
på, PP, 
gatorna, NN, 
i, PP, 
Georgiens, PM, 
huvudstad, NN, 
Tblisi, PM, 
., MAD, 
I, PP, 
Spanien, PM, 
och, KN, 
Portugal, PM, 
har, VB, 
det, PN, 
också, AB, 
varit, VB, 
stora, JJ, 
skogsbränder, NN, 
., MAD, 
Varje, DT, 
halvår, NN, 
får, VB, 
ett, DT, 
nytt, JJ, 
land, NN, 
ta, VB, 
hand, NN, 
om, PP, 
EUs, PM, 
politik, NN, 
., MAD, 
Nu, AB, 
börjar, VB, 
allvaret, NN, 
., MAD, 
Det, PN, 
är, VB, 
domstolen, NN, 
i, PP, 
Stockholm, PM, 
säker, JJ, 
på, PP, 
., MAD, 
Laget, NN, 
har, VB, 
gjort, VB, 
ett, DT, 
bra, JJ, 
VM, PM, 
och, KN, 
spelarna, NN, 
borde, VB, 
vara, VB, 
ganska, AB, 
nöjda, PC, 
., MAD, 
Missnöjda, PC, 
gerillagrupper, NN, 
tvingade, VB, 
honom, PN, 
att, IE, 
lämna, VB, 
landet, NN, 
., MAD, 
Många, JJ, 
människor, NN, 
har, VB, 
blivit, VB, 
utan, PP, 
el-ström, NN, 
., MAD, 
Herrarnas, NN, 
vinnare, NN, 
i, PP, 
Vasaloppet, NN, 
kommer, VB, 
från, PP, 
Norge, PM, 
., MAD, 
Nu, AB, 
får, VB, 
vi, PN, 
ändra, VB, 
oss, PN, 
., MAD, 
Nordkorea, PM, 
kommer, VB, 
inte, AB, 
att, IE, 
få, VB, 
köpa, VB, 
viktiga, JJ, 
saker, NN, 
i, PP, 
andra, JJ, 
länder, NN, 
., MAD, 
Om, SN, 
de, PN, 
vill, VB, 
vinna, VB, 
ett, DT, 
världsmästerskap, NN, 
måste, VB, 
de, PN, 
nog, AB, 
hoppa, VB, 
över, PL, 
sex, RG, 
meter, NN, 
., MAD, 
Barnen, NN, 
i, PP, 
Jönköping, PM, 
i, PP, 
Sverige, PM, 
kunde, VB, 
andas, VB, 
ut, PL, 
., MAD, 
Hon, PN, 
tror, VB, 
att, SN, 
Sverige, PM, 
har, VB, 
en, DT, 
bättre, JJ, 
chans, NN, 
att, IE, 
vinna, VB, 
över, PP, 
Tyskland, PM, 
än, KN, 
över, PP, 
USA, PM, 
., MAD, 
Flera, JJ, 
hundra, RG, 
människor, NN, 
har, VB, 
blivit, VB, 
hemlösa, JJ, 
sedan, SN, 
israelerna, NN, 
förstört, VB, 
deras, PS, 
hus, NN, 
., MAD, 
Många, JJ, 
boxare, NN, 
skadades, VB, 
., MAD, 
Robert, PM, 
Kronberg, PM, 
var, VB, 
lycklig, JJ, 
sedan, SN, 
han, PN, 
tagit, VB, 
brons, NN, 
i, PP, 
60, RG, 
meter, NN, 
häck, NN, 
., MAD, 
De, PN, 
har, VB, 
använt, VB, 
förbjudna, PC, 
dopnings-medel, NN, 
för, PP, 
att, IE, 
bli, VB, 
bättre, JJ, 
i, PP, 
sin, PS, 
sport, NN, 
., MAD, 
Några, DT, 
företag, NN, 
får, VB, 
alltid, AB, 
betalt, PC, 
av, PP, 
sina, PS, 
kunder, NN, 
i, PP, 
amerikanska, JJ, 
dollar, NN, 
., MAD, 
Frankrike, PM, 
möter, VB, 
England, PM, 
., MAD, 
De, PN, 
tycker, VB, 
att, SN, 
befälens, NN, 
och, KN, 
soldaternas, NN, 
chefer, NN, 
är, VB, 
ansvariga, JJ, 
för, PP, 
misshandeln, NN, 
., MAD, 
Roger, PM, 
Federer, PM, 
vann, VB, 
herrarnas, NN, 
singel-final, NN, 
., MAD, 
En, DT, 
undersökning, NN, 
visar, VB, 
att, SN, 
många, JJ, 
svenskar, NN, 
vill, VB, 
ha, VB, 
ett, DT, 
kvinno-parti, NN, 
., MAD, 
Han, PN, 
försvann, VB, 
i, PP, 
måndags, NN, 
när, HA, 
han, PN, 
skulle, VB, 
åka, VB, 
till, PP, 
jobbet, NN, 
., MAD, 
Det, PN, 
finns, VB, 
övervakningskameror, NN, 
på, PP, 
ICA, PM, 
men, KN, 
inte, AB, 
på, PP, 
fängelset, NN, 
Hall, PM, 
,, MID, 
säger, VB, 
folkpartisten, NN, 
Johan, PM, 
Pehrson, PM, 
till, PP, 
tidningen, NN, 
Dagens, PM, 
Nyheter, PM, 
., MAD, 
Hon, PN, 
vann, VB, 
med, PP, 
2-0, RG, 
mot, PP, 
Serena, PM, 
Williams, PM, 
i, PP, 
finalen, NN, 
., MAD, 
Människor, NN, 
är, VB, 
rädda, JJ, 
för, PP, 
att, SN, 
influensan, NN, 
ska, VB, 
spridas, VB, 
över, PP, 
hela, JJ, 
världen, NN, 
., MAD, 
och, KN, 
tar, VB, 
påvenamnet, NN, 
Benedictus, PM, 
XVI, PM, 
Förre, JJ, 
påven, NN, 
Johannes, PM, 
Paulus, PM, 
var, VB, 
en, DT, 
gammaldags, JJ, 
katolik, NN, 
., MAD, 
Kanske, AB, 
kan, VB, 
den, PN, 
ha, VB, 
skadat, VB, 
värmeskydden, NN, 
på, PP, 
rymdfärjan, NN, 
., MAD, 
För, PP, 
dem, PN, 
är, VB, 
det, PN, 
en, DT, 
väldigt, AB, 
hög, JJ, 
lön, NN, 
., MAD, 
I, PP, 
Göteborg, PM, 
gick, VB, 
en, DT, 
flaggparad, NN, 
genom, PP, 
staden, NN, 
., MAD, 
Ändå, AB, 
dog, VB, 
fler, JJ, 
vanliga, JJ, 
människor, NN, 
i, PP, 
det, DT, 
här, AB, 
kriget, NN, 
än, KN, 
i, PP, 
USAs, PM, 
förra, JJ, 
krig, NN, 
i, PP, 
Irak, PM, 
för, PP, 
tolv, RG, 
år, NN, 
sedan, AB, 
., MAD, 
Mikael, PM, 
Ljungberg, PM, 
begick, VB, 
självmord, NN, 
., MAD, 
Men, KN, 
alla, DT, 
länderna, NN, 
var, VB, 
inte, AB, 
avlyssnade, PC, 
., MAD, 
Philip, PM, 
Pullman, PM, 
från, PP, 
Storbritannien, PM, 
får, VB, 
priset, NN, 
för, PP, 
sina, PS, 
fantasy-böcker, NN, 
och, KN, 
historiska, JJ, 
berättelser, NN, 
., MAD, 
Den, PN, 
som, HP, 
köper, VB, 
en, DT, 
ny, JJ, 
,, MID, 
stor, JJ, 
bilmodell, NN, 
kör, VB, 
allra, AB, 
säkrast, JJ, 
., MAD, 
Emma, PM, 
Nicholson, PM, 
har, VB, 
nu, AB, 
berättat, VB, 
allt, PN, 
hon, PN, 
vet, VB, 
för, PP, 
Förenta, JJ, 
Nationernas, NN, 
vapenexperter, NN, 
., MAD, 
I, PP, 
dag, NN, 
finns, VB, 
det, PN, 
omkring, AB, 
150, RG, 
flyktingbarn, NN, 
i, PP, 
Sverige, PM, 
som, HP, 
är, VB, 
så, AB, 
sjuka, JJ, 
., MAD, 
Det, PN, 
går, VB, 
inte, AB, 
att, IE, 
lita, VB, 
på, PP, 
att, SN, 
polis, NN, 
och, KN, 
andra, PN, 
ska, VB, 
kunna, VB, 
förändra, VB, 
något, PN, 
., MAD, 
Josefine, PM, 
Lillhage, PM, 
var, VB, 
helt, AB, 
överlägsen, JJ, 
i, PP, 
det, DT, 
här, AB, 
loppet, NN, 
., MAD, 
Tre, RG, 
kronor, NN, 
vann, VB, 
onsdagens, NN, 
träningsmatch, NN, 
mot, PP, 
Slovakien, PM, 
med, PP, 
3-0, RG, 
., MAD, 
Fler, JJ, 
än, KN, 
åttio, RG, 
människor, NN, 
dog, VB, 
när, HA, 
en, DT, 
bomb, NN, 
exploderade, VB, 
i, PP, 
staden, NN, 
Najaf, PM, 
i, PP, 
Irak, PM, 
i, PP, 
fredags, NN, 
., MAD, 
Tre, RG, 
människor, NN, 
har, VB, 
skadats, VB, 
under, PP, 
arbetet, NN, 
., MAD, 
I, PP, 
både, KN, 
Ljungby, PM, 
och, KN, 
Värnamo, PM, 
regnade, VB, 
det, PN, 
på, PP, 
måndagen, NN, 
., MAD, 
Det, PN, 
har, VB, 
varit, VB, 
risk, NN, 
för, PP, 
att, SN, 
den, DT, 
giftiga, JJ, 
gasen, NN, 
skulle, VB, 
nå, VB, 
dit, AB, 
., MAD, 
Flera, JJ, 
hundra, RG, 
brandmän, NN, 
arbetar, VB, 
med, PP, 
att, IE, 
släcka, VB, 
bränderna, NN, 
., MAD, 
Därför, AB, 
släpps, VB, 
han, PN, 
fri, JJ, 
., MAD, 
Det, PN, 
är, VB, 
det, DT, 
näst, AB, 
bästa, JJ, 
resultatet, NN, 
för, PP, 
henne, PN, 
hittills, AB, 
i, PP, 
karriären, NN, 
., MAD, 
Sedan, AB, 
flydde, VB, 
knivmannen, NN, 
till, PP, 
tunnelbanan, NN, 
., MAD, 
Han, PN, 
är, VB, 
också, AB, 
misstänkt, PC, 
för, PP, 
andra, JJ, 
brott, NN, 
,, MID, 
bland, PP, 
annat, JJ, 
brott, NN, 
mot, PP, 
vapenlagarna, NN, 
., MAD, 
Många, JJ, 
lärare, NN, 
har, VB, 
svårt, AB, 
att, IE, 
hinna, VB, 
med, PL, 
att, IE, 
hjälpa, VB, 
alla, DT, 
elever, NN, 
., MAD, 
GM, PM, 
äger, VB, 
också, AB, 
Opel, PM, 
., MAD, 
Den, DT, 
amerikanske, JJ, 
presidenten, NN, 
har, VB, 
stor, JJ, 
makt, NN, 
., MAD, 
Statsminister, NN, 
Göran, PM, 
Persson, PM, 
har, VB, 
flera, JJ, 
gånger, NN, 
sagt, VB, 
att, SN, 
regeringen, NN, 
inte, AB, 
kommer, VB, 
att, IE, 
göra, VB, 
det, PN, 
., MAD, 
Men, KN, 
Dif, PM, 
/, MID, 
Älvsjö, PM, 
har, VB, 
ett, DT, 
mycket, AB, 
svårt, JJ, 
läge, NN, 
., MAD, 
Kanske, AB, 
var, VB, 
huset, NN, 
dåligt, AB, 
byggt, PC, 
., MAD, 
De, PN, 
får, VB, 
bland, PP, 
annat, PN, 
jobba, VB, 
som, KN, 
soldater, NN, 
,, MID, 
bärare, NN, 
och, KN, 
kockar, NN, 
., MAD, 
Han, PN, 
och, KN, 
hans, PS, 
soldater, NN, 
vill, VB, 
inte, AB, 
lyda, VB, 
den, DT, 
nya, JJ, 
irakiska, JJ, 
regeringen, NN, 
., MAD, 
Miljailovic, PM, 
kan, VB, 
dömas, VB, 
till, PP, 
fängelse, NN, 
,, MID, 
vård, NN, 
eller, KN, 
bli, VB, 
villkorligt, AB, 
frigiven, PC, 
beroende, PC, 
på, PP, 
vad, HP, 
läkarna, NN, 
säger, VB, 
i, PP, 
rättegången, NN, 
., MAD, 
Det, PN, 
blåste, VB, 
hårt, AB, 
på, PP, 
Östersjön, PM, 
,, MID, 
i, PP, 
går, AB, 
,, MID, 
onsdag, NN, 
., MAD, 
Den, PN, 
slutade, VB, 
oavgjort, AB, 
1-1, RG, 
., MAD, 
Mijailovic, PM, 
har, VB, 
gjort, VB, 
sig, PN, 
av, PL, 
med, PP, 
sitt, PS, 
svenska, JJ, 
medborgarskap, NN, 
., MAD, 
Det, PN, 
finns, VB, 
två, RG, 
förklaringar, NN, 
., MAD, 
Matchen, NN, 
spelades, VB, 
i, PP, 
Uppsala, PM, 
på, PP, 
söndagen, NN, 
., MAD, 
Förbundet, NN, 
har, VB, 
låtsats, VB, 
ha, VB, 
många, JJ, 
fler, JJ, 
medlemmar, NN, 
än, SN, 
det, PN, 
fanns, VB, 
i, PP, 
SSU, PM, 
., MAD, 
De, PN, 
letar, VB, 
efter, PP, 
olagliga, JJ, 
vapen, NN, 
., MAD, 
Ungefär, AB, 
tjugo, RG, 
tusen, RG, 
svenskar, NN, 
fanns, VB, 
i, PP, 
Thailand, PM, 
i, PP, 
söndags, NN, 
när, HA, 
flodvågen, NN, 
nådde, VB, 
landet, NN, 
., MAD, 
Om, SN, 
Kina, PM, 
hade, VB, 
berättat, VB, 
om, PP, 
sjukdomen, NN, 
så, AB, 
hade, VB, 
det, PN, 
kanske, AB, 
gått, VB, 
snabbare, AB, 
att, IE, 
stoppa, VB, 
den, PN, 
., MAD, 
När, HA, 
polisen, NN, 
skulle, VB, 
gripa, VB, 
22-åringen, NN, 
slet, VB, 
han, PN, 
fram, PL, 
kniven, NN, 
och, KN, 
anföll, VB, 
poliserna, NN, 
., MAD, 
USA, PM, 
vill, VB, 
starta, VB, 
krig, NN, 
mot, PP, 
Irak, PM, 
., MAD, 
De, PN, 
misstänker, VB, 
att, SN, 
det, PN, 
var, VB, 
han, PN, 
som, HP, 
dödade, VB, 
polismannen, NN, 
., MAD, 
Kanske, AB, 
dröjer, VB, 
det, PN, 
flera, JJ, 
veckor, NN, 
., MAD, 
Operationen, NN, 
har, VB, 
hållit, VB, 
på, PL, 
i, PP, 
flera, JJ, 
veckor, NN, 
., MAD, 
Storbritannien, PM, 
har, VB, 
redan, AB, 
skickat, VB, 
soldater, NN, 
till, PP, 
länderna, NN, 
runt, PP, 
Irak, PM, 
., MAD, 
Italien, PM, 
har, VB, 
flera, JJ, 
tusen, RG, 
soldater, NN, 
i, PP, 
Irak, PM, 
., MAD, 
Ericsson, PM, 
tjänar, VB, 
pengar, NN, 
igen, AB, 
., MAD, 
Men, KN, 
många, PN, 
har, VB, 
också, AB, 
röstat, VB, 
nej, IN, 
i, PP, 
protest, NN, 
med, PP, 
Frankrikes, PM, 
ledare, NN, 
., MAD, 
Planet, NN, 
sköts, VB, 
ned, PL, 
men, KN, 
alla, PN, 
ombord, AB, 
klarade, VB, 
sig, PN, 
., MAD, 
En, DT, 
organisation, NN, 
i, PP, 
Brasilien, PM, 
får, VB, 
hederspriset, NN, 
., MAD, 
Miljöpartiet, NN, 
och, KN, 
vänsterpartiet, NN, 
vill, VB, 
inte, AB, 
spara, VB, 
mindre, AB, 
., MAD, 
En, DT, 
hög, JJ, 
militärchef, NN, 
i, PP, 
Sverige, PM, 
är, VB, 
misstänkt, PC, 
för, PP, 
att, IE, 
ha, VB, 
misshandlat, VB, 
och, KN, 
våldtagit, VB, 
en, DT, 
kvinna, NN, 
., MAD, 
Just, AB, 
nu, AB, 
finns, VB, 
det, PN, 
fredssoldater, NN, 
från, PP, 
andra, JJ, 
afrikanska, JJ, 
länder, NN, 
i, PP, 
Liberia, PM, 
., MAD, 
Nu, AB, 
ser, VB, 
det, PN, 
bättre, AB, 
ur, PP, 
., MAD, 
Och, KN, 
Redbergslid, PM, 
tog, VB, 
sig, PN, 
till, PP, 
final, NN, 
i, PP, 
år, NN, 
igen, AB, 
., MAD, 
Den, PN, 
som, HP, 
vill, VB, 
arbeta, VB, 
med, PP, 
datorer, NN, 
eller, KN, 
internet, NN, 
ska, VB, 
ta, VB, 
det, PN, 
lite, AB, 
lugnt, AB, 
., MAD, 
Roland, PM, 
Andersson, PM, 
blir, VB, 
ny, JJ, 
tränare, NN, 
för, PP, 
Sveriges, PM, 
herrlandslag, NN, 
i, PP, 
fotboll, NN, 
., MAD, 
Sveriges, PM, 
herrar, NN, 
spelar, VB, 
också, AB, 
en, DT, 
viktig, JJ, 
match, NN, 
i, PP, 
helgen, NN, 
., MAD, 
Israel, PM, 
är, VB, 
sedan, PP, 
länge, AB, 
en, PN, 
av, PP, 
terroristernas, NN, 
största, JJ, 
fiender, NN, 
., MAD, 
Han, PN, 
har, VB, 
varit, VB, 
skadad, PC, 
i, PP, 
fler, JJ, 
år, NN, 
och, KN, 
har, VB, 
nu, AB, 
bestämt, VB, 
sig, PN, 
för, PP, 
att, IE, 
lägga, VB, 
av, PL, 
., MAD, 
Han, PN, 
döms, VB, 
till, PP, 
femton, RG, 
år, NN, 
i, PP, 
fängelse, NN, 
., MAD, 
